,Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
2178,BDCQ.SF3CC4CA,2020.12,96.913,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Printing,Current prices,Unadjusted,
2179,BDCQ.SF3CC4CA,2021.03,88.999,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Printing,Current prices,Unadjusted,
2180,BDCQ.SF3CC5CA,2016.06,381.104,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
2181,BDCQ.SF3CC5CA,2016.09,374.113,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
2182,BDCQ.SF3CC5CA,2016.12,390.568,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
2183,BDCQ.SF3CC5CA,2017.03,377.765,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
2184,BDCQ.SF3CC5CA,2017.06,398.07,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
2185,BDCQ.SF3CC5CA,2017.09,395.611,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
2186,BDCQ.SF3CC5CA,2017.12,409.117,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
2187,BDCQ.SF3CC5CA,2018.03,392.216,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
2188,BDCQ.SF3CC5CA,2018.06,420.064,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
2189,BDCQ.SF3CC5CA,2018.09,406.156,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
2190,BDCQ.SF3CC5CA,2018.12,430.868,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
2191,BDCQ.SF3CC5CA,2019.03,403.571,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
2192,BDCQ.SF3CC5CA,2019.06,423.161,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
2193,BDCQ.SF3CC5CA,2019.09,422.033,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
2194,BDCQ.SF3CC5CA,2019.12,447.733,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
2195,BDCQ.SF3CC5CA,2020.03,407.599,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
2196,BDCQ.SF3CC5CA,2020.06,421.515,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
2197,BDCQ.SF3CC5CA,2020.09,421.474,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
2198,BDCQ.SF3CC5CA,2020.12,431.821,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
2199,BDCQ.SF3CC5CA,2021.03,417.817,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
2200,BDCQ.SF3CC6CA,2016.06,150.902,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
2201,BDCQ.SF3CC6CA,2016.09,154.818,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
2202,BDCQ.SF3CC6CA,2016.12,158.299,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
2203,BDCQ.SF3CC6CA,2017.03,145.449,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
2204,BDCQ.SF3CC6CA,2017.06,155.7,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
2205,BDCQ.SF3CC6CA,2017.09,152.883,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
2206,BDCQ.SF3CC6CA,2017.12,159.175,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
2207,BDCQ.SF3CC6CA,2018.03,149.102,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
2208,BDCQ.SF3CC6CA,2018.06,160.154,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
2209,BDCQ.SF3CC6CA,2018.09,165.534,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
2210,BDCQ.SF3CC6CA,2018.12,172.46,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
2211,BDCQ.SF3CC6CA,2019.03,164.262,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
2212,BDCQ.SF3CC6CA,2019.06,166.538,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
2213,BDCQ.SF3CC6CA,2019.09,167.71,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
2214,BDCQ.SF3CC6CA,2019.12,177.242,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
2215,BDCQ.SF3CC6CA,2020.03,165.1,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
2216,BDCQ.SF3CC6CA,2020.06,157.729,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
2217,BDCQ.SF3CC6CA,2020.09,178.2,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
2218,BDCQ.SF3CC6CA,2020.12,183.198,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
2219,BDCQ.SF3CC6CA,2021.03,170.882,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
2220,BDCQ.SF3CC7CA,2016.06,443.17,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Metal Product Manufacturing,Current prices,Unadjusted,
2221,BDCQ.SF3CC7CA,2016.09,435.995,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Metal Product Manufacturing,Current prices,Unadjusted,
2222,BDCQ.SF3CC7CA,2016.12,475.632,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Metal Product Manufacturing,Current prices,Unadjusted,
2223,BDCQ.SF3CC7CA,2017.03,432.501,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Metal Product Manufacturing,Current prices,Unadjusted,
2224,BDCQ.SF3CC7CA,2017.06,468.699,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Metal Product Manufacturing,Current prices,Unadjusted,
2225,BDCQ.SF3CC7CA,2017.09,475.158,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Metal Product Manufacturing,Current prices,Unadjusted,
2226,BDCQ.SF3CC7CA,2017.12,508.674,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Metal Product Manufacturing,Current prices,Unadjusted,
2227,BDCQ.SF3CC7CA,2018.03,467.519,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Metal Product Manufacturing,Current prices,Unadjusted,
2228,BDCQ.SF3CC7CA,2018.06,502.443,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Metal Product Manufacturing,Current prices,Unadjusted,
2229,BDCQ.SF3CC7CA,2018.09,505.984,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Metal Product Manufacturing,Current prices,Unadjusted,
2230,BDCQ.SF3CC7CA,2018.12,546.334,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Metal Product Manufacturing,Current prices,Unadjusted,
2231,BDCQ.SF3CC7CA,2019.03,491.905,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Metal Product Manufacturing,Current prices,Unadjusted,
2232,BDCQ.SF3CC7CA,2019.06,514.115,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Metal Product Manufacturing,Current prices,Unadjusted,
2233,BDCQ.SF3CC7CA,2019.09,528.659,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Metal Product Manufacturing,Current prices,Unadjusted,
2234,BDCQ.SF3CC7CA,2019.12,569.374,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Metal Product Manufacturing,Current prices,Unadjusted,
2235,BDCQ.SF3CC7CA,2020.03,508.024,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Metal Product Manufacturing,Current prices,Unadjusted,
2236,BDCQ.SF3CC7CA,2020.06,485.023,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Metal Product Manufacturing,Current prices,Unadjusted,
2237,BDCQ.SF3CC7CA,2020.09,539.855,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Metal Product Manufacturing,Current prices,Unadjusted,
2238,BDCQ.SF3CC7CA,2020.12,551.148,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Metal Product Manufacturing,Current prices,Unadjusted,
2239,BDCQ.SF3CC7CA,2021.03,522.382,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Metal Product Manufacturing,Current prices,Unadjusted,
2240,BDCQ.SF3CC8CA,2016.06,653.573,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
2241,BDCQ.SF3CC8CA,2016.09,650.691,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
2242,BDCQ.SF3CC8CA,2016.12,657.659,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
2243,BDCQ.SF3CC8CA,2017.03,650.317,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
2244,BDCQ.SF3CC8CA,2017.06,686.509,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
2245,BDCQ.SF3CC8CA,2017.09,691.183,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
2246,BDCQ.SF3CC8CA,2017.12,718.184,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
2247,BDCQ.SF3CC8CA,2018.03,678.146,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
2248,BDCQ.SF3CC8CA,2018.06,719.19,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
2249,BDCQ.SF3CC8CA,2018.09,716.143,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
2250,BDCQ.SF3CC8CA,2018.12,747.04,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
2251,BDCQ.SF3CC8CA,2019.03,715.783,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
2252,BDCQ.SF3CC8CA,2019.06,725.904,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
2253,BDCQ.SF3CC8CA,2019.09,750.996,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
2254,BDCQ.SF3CC8CA,2019.12,768.5,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
2255,BDCQ.SF3CC8CA,2020.03,727.117,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
2256,BDCQ.SF3CC8CA,2020.06,699.457,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
2257,BDCQ.SF3CC8CA,2020.09,829.357,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
2258,BDCQ.SF3CC8CA,2020.12,762.046,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
2259,BDCQ.SF3CC8CA,2021.03,754.423,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
2260,BDCQ.SF3CC9CA,2016.06,108.497,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Furniture and Other Manufacturing,Current prices,Unadjusted,
2261,BDCQ.SF3CC9CA,2016.09,108.378,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Furniture and Other Manufacturing,Current prices,Unadjusted,
2262,BDCQ.SF3CC9CA,2016.12,117.519,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Furniture and Other Manufacturing,Current prices,Unadjusted,
2263,BDCQ.SF3CC9CA,2017.03,105.828,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Furniture and Other Manufacturing,Current prices,Unadjusted,
2264,BDCQ.SF3CC9CA,2017.06,114.651,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Furniture and Other Manufacturing,Current prices,Unadjusted,
2265,BDCQ.SF3CC9CA,2017.09,116.592,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Furniture and Other Manufacturing,Current prices,Unadjusted,
2266,BDCQ.SF3CC9CA,2017.12,123.867,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Furniture and Other Manufacturing,Current prices,Unadjusted,
2267,BDCQ.SF3CC9CA,2018.03,111.134,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Furniture and Other Manufacturing,Current prices,Unadjusted,
2268,BDCQ.SF3CC9CA,2018.06,115.599,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Furniture and Other Manufacturing,Current prices,Unadjusted,
2269,BDCQ.SF3CC9CA,2018.09,118.599,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Furniture and Other Manufacturing,Current prices,Unadjusted,
2270,BDCQ.SF3CC9CA,2018.12,130.171,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Furniture and Other Manufacturing,Current prices,Unadjusted,
2271,BDCQ.SF3CC9CA,2019.03,113.905,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Furniture and Other Manufacturing,Current prices,Unadjusted,
2272,BDCQ.SF3CC9CA,2019.06,120.155,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Furniture and Other Manufacturing,Current prices,Unadjusted,
2273,BDCQ.SF3CC9CA,2019.09,122.816,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Furniture and Other Manufacturing,Current prices,Unadjusted,
2274,BDCQ.SF3CC9CA,2019.12,137.001,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Furniture and Other Manufacturing,Current prices,Unadjusted,
2275,BDCQ.SF3CC9CA,2020.03,118.103,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Furniture and Other Manufacturing,Current prices,Unadjusted,
2276,BDCQ.SF3CC9CA,2020.06,109.673,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Furniture and Other Manufacturing,Current prices,Unadjusted,
2277,BDCQ.SF3CC9CA,2020.09,123.994,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Furniture and Other Manufacturing,Current prices,Unadjusted,
2278,BDCQ.SF3CC9CA,2020.12,131.074,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Furniture and Other Manufacturing,Current prices,Unadjusted,
2279,BDCQ.SF3CC9CA,2021.03,125.575,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Furniture and Other Manufacturing,Current prices,Unadjusted,
2280,BDCQ.SF3DD1CA,2016.06,337.389,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
2281,BDCQ.SF3DD1CA,2016.09,350.338,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
2282,BDCQ.SF3DD1CA,2016.12,349.346,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
2283,BDCQ.SF3DD1CA,2017.03,338.24,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
2284,BDCQ.SF3DD1CA,2017.06,361.117,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
2285,BDCQ.SF3DD1CA,2017.09,385.861,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
2286,BDCQ.SF3DD1CA,2017.12,384.678,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
2287,BDCQ.SF3DD1CA,2018.03,378.173,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
2288,BDCQ.SF3DD1CA,2018.06,390.948,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
2289,BDCQ.SF3DD1CA,2018.09,419.201,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
2290,BDCQ.SF3DD1CA,2018.12,413.749,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
2291,BDCQ.SF3DD1CA,2019.03,394.339,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
2292,BDCQ.SF3DD1CA,2019.06,414.697,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
2293,BDCQ.SF3DD1CA,2019.09,444.335,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
2294,BDCQ.SF3DD1CA,2019.12,421.13,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
2295,BDCQ.SF3DD1CA,2020.03,422.689,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
2296,BDCQ.SF3DD1CA,2020.06,439.958,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
2297,BDCQ.SF3DD1CA,2020.09,473.562,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
2298,BDCQ.SF3DD1CA,2020.12,456.426,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
2299,BDCQ.SF3DD1CA,2021.03,455.28,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
2300,BDCQ.SF3EE1CA,2016.06,2264.698,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Construction,Current prices,Unadjusted,
2301,BDCQ.SF3EE1CA,2016.09,2298.437,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Construction,Current prices,Unadjusted,
2302,BDCQ.SF3EE1CA,2016.12,2401.097,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Construction,Current prices,Unadjusted,
2303,BDCQ.SF3EE1CA,2017.03,2339.208,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Construction,Current prices,Unadjusted,
2304,BDCQ.SF3EE1CA,2017.06,2479.539,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Construction,Current prices,Unadjusted,
2305,BDCQ.SF3EE1CA,2017.09,2512.243,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Construction,Current prices,Unadjusted,
2306,BDCQ.SF3EE1CA,2017.12,2680.307,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Construction,Current prices,Unadjusted,
2307,BDCQ.SF3EE1CA,2018.03,2542.268,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Construction,Current prices,Unadjusted,
2308,BDCQ.SF3EE1CA,2018.06,2723.649,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Construction,Current prices,Unadjusted,
2309,BDCQ.SF3EE1CA,2018.09,2759.432,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Construction,Current prices,Unadjusted,
2310,BDCQ.SF3EE1CA,2018.12,2910.545,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Construction,Current prices,Unadjusted,
2311,BDCQ.SF3EE1CA,2019.03,2781.06,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Construction,Current prices,Unadjusted,
2312,BDCQ.SF3EE1CA,2019.06,2913.895,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Construction,Current prices,Unadjusted,
2313,BDCQ.SF3EE1CA,2019.09,2938.744,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Construction,Current prices,Unadjusted,
2314,BDCQ.SF3EE1CA,2019.12,3211.099,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Construction,Current prices,Unadjusted,
2315,BDCQ.SF3EE1CA,2020.03,2891.283,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Construction,Current prices,Unadjusted,
2316,BDCQ.SF3EE1CA,2020.06,2878.555,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Construction,Current prices,Unadjusted,
2317,BDCQ.SF3EE1CA,2020.09,3216.256,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Construction,Current prices,Unadjusted,
2318,BDCQ.SF3EE1CA,2020.12,3322.937,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Construction,Current prices,Unadjusted,
2319,BDCQ.SF3EE1CA,2021.03,3198.565,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Construction,Current prices,Unadjusted,
2320,BDCQ.SF3FF1CA,2016.06,1704.261,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Wholesale Trade,Current prices,Unadjusted,
2321,BDCQ.SF3FF1CA,2016.09,1706.375,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Salaries and wages,Wholesale Trade,Current prices,Unadjusted,
